identifier_file,title,host_title,abstract,date_text,date_key,date_qualifier,collection,collection_identifier,extent,form,genre,language,name,name_role,publisher,place_of_origin,subject_geographic 1,subject_geographic 2,subject_geographic 3,subject_name 1,digital_origin,subject_name 2,subject_name 3,subject_name 4,subject_name 5,subject_topical 1,subject_topical 2,subject_topical 3,subject_topical 4,project_title,repository,rights,public_note,item_type
0012_003707_000248,Start Building Your Bomb Shelters!,Florida Times-Union,"Three scenarios involving Bill Clinton illustrate why the title of the cartoon advises readers to start building bomb shelters, including the Chinese campaign contributions controversy, Clinton granting clemency to terrorists, and Clinton handing U.S. encryption technology to foreign countries.",copyright 1999,1999,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 14 inches,cartoons (humorous images),International relations--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Clinton, Bill, 1946-",reformatted digital,,,,,United States--Foreign relations--China,United States--Foreign relations--Iran,International trade,Clemency,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000249,Milosevic is still there...better call for some back up!,Florida Times-Union,"President Bill Clinton, dressed as a police officer, views explosions caused by helicopters and stealth bombers through binoculars behind a police car. When Clinton advises calling for back up, a NATO officer replies that he and Clinton are the back up force.",copyright 1999,1999,exact,Ed Gamble Cartoon Collection,MS.3763,10.5 inches by 14 inches,cartoons (humorous images),War--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Serbia,Kosovo (Republic),,"Clinton, Bill, 1946-",reformatted digital,North Atlantic Treaty Organization,,,,"Kosovo War, 1998-1999",Military assistance,Bombings,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000250,Our Other Y2K Problems!,Florida Times-Union,"A militia member dressed in a military uniform and carrying numerous military-grade weapons stands next to a list of targets, including power plants, petro depots, and communications. Al-Qaeda founder Osama Bin Laden carries a missile and a bomb while standing next to a list of his targets, including American tourists and U.S. embassies.",copyright 1999,1999,exact,Ed Gamble Cartoon Collection,MS.3763,10 inches by 13 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,Middle East,,"Bin Laden, Osama, 1957-2011",reformatted digital,,,,,Terrorism,Domestic terrorism,Militia movements,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000251,War Zones!,Florida Times-Union,"""Then"" is depicted as a couple praying their son returns home safely from a tour in the Vietnam War. ""Now"" is depicted as a couple praying their son returns home safely from high school.",copyright 1999,1999,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),United States--Social conditions--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,,reformatted digital,,,,,"Vietnam War, 1961-1975",High schools--United States,United States--Social conditions--1980-,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000252,Hillary for Senator,Florida Times-Union,"Hillary Clinton discusses with her husband President Bill Clinton how she will get votes from different demographics for her senatorial campaign. Bill Clinton suggests he can pardon Puerto Rican terrorists, the World Trade Center terrorists, and the Oklahoma City Bomber to get her the Latino, Muslim and militia votes.",copyright 1999,1999,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Washington (D.C.),,,"Clinton, Bill, 1946-",reformatted digital,"Clinton, Hillary Rodham",United States. Congress. Senate,,,United States. Congress--Elections,Women--Political activity,Clemency,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000253,"Oh, no! The Y2K problem was more serious than we thought!",Florida Times-Union,"A man emerges from his house to find that dinosaurs are roaming around in his yard. A newspaper headline reads ""Happy New Year!""",copyright 1999,1999,exact,Ed Gamble Cartoon Collection,MS.3763,10 inches by 15 inches,cartoons (humorous images),United States--Social conditions--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,,reformatted digital,,,,,Year 2000 date conversion (Computer systems),Dinosaurs,New Year,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000254,The Donald's exploratory committee for President,Florida Times-Union,"Businessman Donald Trump, wearing a royal robe and crown, asks a cameraman representing the National Media if the crowd is excited. The cameraman replies, ""Let's just say they are in a good mood."" The crowd is laughing hysterically.",copyright 1999,1999,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 14 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Trump, Donald, 1946-",reformatted digital,,,,,Presidents--United States--Election,Political campaigns--United States,Reporters and reporting,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000255,Uh...we'll have what he's having!!,Florida Times-Union,"A family of four asks a waiter, wearing a Congress dress shirt, for what a large man is having at another table. The waiter answers that the restaurant is out of food. The large man, representing special interest groups, is eating a whole pig labeled ""Surplus $.""",copyright 1999,1999,exact,Ed Gamble Cartoon Collection,MS.3763,11.5 inches by 14 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,United States. Congress,reformatted digital,,,,,Pressure groups,Budget surpluses,Restaurants,Government spending policy,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000256,That means Bush is going to have a Right-Wing agenda!,Florida Times-Union,"Newly elected president George W. Bush announces his cabinet selections, which he lists off as having three blacks, three Latinos, six women, one Indian, two pro-lifers, and John Ashcroft. The reporters in attendance start panicking.",copyright 2000,2000,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 13.5 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Bush, George W. (George Walker), 1946-",reformatted digital,"Ashcroft, John D., 1942-","Cheney, Richard B.","Powell, Colin L.",,Reporters and reporting,Presidents--United States--Press conferences,Executive departments--United States,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000257,In The Not Too Distant Future!,Florida Times-Union,"A family's dinner is interrupted when a SWAT team representing the USDA barges into the kitchen. The officers order the family to ""throw down those cheeseburgers and greasy french fries!"" in order to comply with government diet guidelines.",copyright 2000,2000,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 14 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,United States. Food and Drug Administration,reformatted digital,,,,,Police--Special weapons and tactics units,Diet--United States,Dinners and dining,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000258,Quit stealing my candy!,Florida Times-Union,"Presidential candidates George W. Bush, Al Gore, and Ralph Nader wear Halloween costumes and are trick-or-treating. Gore demands Nader to stop stealing his ""candy,"" or votes.",copyright 2000,2000,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 12.5 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Bush, George W. (George Walker), 1946-",reformatted digital,"Gore, Al, 1948-","Nader, Ralph",,,Presidents--United States--Election,Political campaigns--United States,Halloween,Voting,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000259,We have to send in more peacekeepers to protect the peacekeepers!,Florida Times-Union,"President Bill Clinton requests a NATO soldier to send peacekeepers to mediate peace between the Serbs and ethnic Albanians. When another soldier informs the NATO soldier the Serbs and Albanians are shooting the peacekeepers, the NATO soldier recommends to Clinton that more peacekeepers be sent in to protect the others.",copyright 2000,2000,exact,Ed Gamble Cartoon Collection,MS.3763,10.5 inches by 14 inches,cartoons (humorous images),International relations--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Kosovo (Republic),,,North Atlantic Treaty Organization,reformatted digital,"Clinton, Bill, 1946-",,,,Peacekeeping forces,Ethnic conflict,Military assistance,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000260,By A Nose!,Florida Times-Union,"Presidential candidates George W. Bush and Al Gore finish running a track race, with Bush's nose touching the Florida finish line tape first.",copyright 2000,2000,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 14 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Bush, George W. (George Walker), 1946-",reformatted digital,"Gore, Al, 1948-",,,,Presidents--United States--Election,Political campaigns--United States,Running races--United States,Voting,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000261,"Before I went out of business, I owned the skyscraper across the street!",Florida Times-Union,"Two men hold unemployment signs on a street corner. The older man, whose briefcase reads ""Old Economy Business,"" informs the younger man he used to work on the top floor of the skyscraper. The younger man, whose briefcase reads ""Dot Com Business,"" tells the older man he owned the skyscraper across the street before going out of business.",copyright 2000,2000,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 13.5 inches,cartoons (humorous images),United States--Economic conditions--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,,reformatted digital,,,,,United States--Economic conditions--1981-2001,Unemployment,Recessions--United States,Speculation,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000262,After Christmas Exchange,Florida Times-Union,"A line forms at a department store customer service desk. People in line for after-Christmas returns include Hillary Clinton, Al Gore, Bill Clinton, George W. Bush, and Jesse Jackson.",copyright 2000,2000,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 13 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Bush, George W. (George Walker), 1946-",reformatted digital,"Gore, Al, 1948-","Clinton, Bill, 1946-","Clinton, Hillary Rodham",,Department stores--United States,Christmas,Returning goods,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000263,I'm going back to sleep!,Florida Times-Union,"A character based on the Washington Irving story ""Rip Van Winkle"" awakes and asks a nearby man what has happened in the thirty years he has been asleep. When the man tells Van Winkle social statistics, the current president's escapades, and the current presidential candiates, Van Winkle declares he will go back to sleep. The man says he will join him.",copyright 2000,2000,exact,Ed Gamble Cartoon Collection,MS.3763,10.5 inches by 14 inches,cartoons (humorous images),United States--Social conditions--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,,reformatted digital,,,,,"Van Winkle, Rip (Fictitious character)",United States--Social conditions--1980-,Presidents--United States--Election,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000264,"It's a tough neighborhood, kid...but we'll watch your back!",Florida Times-Union,"House Majority Leader Dick Armey and House Majority Whip Tom Delay tell newly elected President George W. Bush that they have his back in a tough neighborhood. Nearby carrying baseball bats and chains are the Democratic donkey, House Minority Leader Dick Gephardt, and Senate Minority Leader Tom Daschle.",copyright 2000,2000,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 13 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Washington (D.C.),,,"Bush, George W. (George Walker), 1946-",reformatted digital,"Daschle, Thomas","DeLay, Tom D., 1947-","Gephardt, Richard A. (Richard Andrew), 1941-",,Hoodlums,Urban and industrial environments,Schoolboys,Democratic donkey (Symbolic character),Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000265,To The Rescue!,Florida Times-Union,"As circus clowns sit in the U.S. Capitol chambers to represent multiple congressional hearings, one clown stands and demands they want answers. The hearings represented include Los Alamos, gas price gouging, Elian Gonzales, Hillary Clinton, Waco, Microsoft, Monica Lewinsky, and Dutch elm disease.",copyright 2000,2000,exact,Ed Gamble Cartoon Collection,MS.3763,10.5 inches by 15 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Washington (D.C.),,,United States. Congress,reformatted digital,,,,,Governmental investigations,Legislative hearings,Clowns,Circus,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000266,War on Terrorism (2001),Florida Times-Union,"Uncle Sam, wearing a military helmet, aims an oversized cannon attached to a tank at a mouse dressed in Middle Eastern clothing. Other mice swarm the tank.",copyright 2001,2001,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 13 inches,cartoons (humorous images),War--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Middle East,,,United States. Armed Forces,reformatted digital,,,,,Uncle Sam (Symbolic character),International relations and terrorism,United States--Foreign relations--Middle East,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000267,"Uh, oh...talk about Global Warming!",Florida Times-Union,President George W. Bush descends from Air Force One to encounter European representatives who are furious the president has abandoned the Kyoto Treaty.,copyright 2001,2001,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 13 inches,cartoons (humorous images),International relations--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Europe,,,"Bush, George W. (George Walker), 1946-",reformatted digital,"United Nations Framework Convention on Climate Change (1992 May 9). Protocols, etc. (1997 December 11)",,,,Global warming,Climatic changes,,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000268,Send in an air strike and make it quick!,Florida Times-Union,"A U.S. Special Forces soldier radios for an air strike as representatives from Iran, Pakistan, Russia, the UN, the Northern Alliance, Uzbekistan, and Turkmenistan fight over a cooked turkey labeled Afghanistan. An invitation to a Kabul Dinner sits next to the cooked turkey.",copyright 2001,2001,exact,Ed Gamble Cartoon Collection,MS.3763,9 inches by 13 inches,cartoons (humorous images),International relations--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Middle East,Russia,,United Nations,reformatted digital,,,,,Special forces (Military science)--United States,Dinners and dining,Military assistance,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000269,To recruit more martyrs!,Florida Times-Union,"A disheveled man representing Afghanistan exclaims that Al-Qaeda leader Osama Bin Laden wants him to be a martyr. When asked where Bin Laden is going, Bin Laden answers he will recruit more martyrs. The man is then depicted wearing a bullseye while jet fighters fly overhead.",copyright 2001,2001,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 13 inches,cartoons (humorous images),War--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Afghanistan,,,"Bin Laden, Osama, 1957-2011",reformatted digital,,,,,"Afghan War, 2001-","War on Terrorism, 2001-2009",Muslim martyrs,Martyrdom--Islam,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000270,Bin Laden and Lieutenants hold intelligence briefing!,Florida Times-Union,Al-Qaeda leader Osama Bin Laden and two of his soldiers watch CNN on a small television while hiding in a cave. The CNN newscast gives the coordinates for the secret arrival of U.S. Special Forces.,copyright 2001,2001,exact,Ed Gamble Cartoon Collection,MS.3763,10 inches by 13.5 inches,cartoons (humorous images),War--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Afghanistan,,,"Bin Laden, Osama, 1957-2011",reformatted digital,Cable News Network,,,,"Afghan War, 2001-","War on Terrorism, 2001-2009",Broadcast journalism,Foreign news,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000271,The Peace Table,Florida Times-Union,"PLO chairman Yasser Arafat and Israeli Prime Minister Benjamin Netanyahu hide behind halves of a table that has been cut by a chainsaw. The two wield a rifle and a shotgun, respectively.",copyright 2001,2001,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 14 inches,cartoons (humorous images),International relations--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Israel,Middle East,,"Arafat, Yasir, 1929-2004",reformatted digital,"Netanyahu, Binyamin",,,,Arab-Israeli conflict,Negotiation,Summit meetings,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000272,But can you lead?,Florida Times-Union,"President George W. Bush holds an oversized globe on his back. Group of Eight representatives observe, with the European Union representative asking Bush if he can lead.",copyright 2001,2001,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 13.5 inches,cartoons (humorous images),International relations--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Europe,North America,Asia,"Bush, George W. (George Walker), 1946-",reformatted digital,"Putin, Vladimir Vladimirovich, 1952-","Koizumi, Junʼichirō, 1942-",European Union,G8 Summit,Group of Eight countries,Summit meetings,,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000273,Saddam's Bookends!,Florida Times-Union,"Iraqi President Saddam Hussein is squashed between George H. W. Bush and George W. Bush, who are both holding oversized nuclear bombs.",copyright 2001,2001,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 13 inches,cartoons (humorous images),International relations--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Iraq,,,"Bush, George W. (George Walker), 1946-",reformatted digital,"Hussein, Saddam, 1937-2006","Bush, George, 1924-",,,Nuclear weapons,United States--Foreign relations--Iraq,,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000274,"You're right, it is a fairy tale! This thing turns back into a pumpkin in 10 years!",Florida Times-Union,"President George W. Bush holds a pumpkin carriage door open to a man wearing a U.S. flag shirt. He informs his wife and child, who are already in the carriage, that the carriage will turn back into a pumpkin in ten years. Two coachmen represent Congress, while the carriage is labeled ""tax cuts.""",copyright 2001,2001,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 13 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Bush, George W. (George Walker), 1946-",reformatted digital,United States. Congress,,,,Tax deductions,Cinderella (Legendary character),United States--Politics and government--2001-2009,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000275,And I'm supposed to be the smartest woman in the world?,Florida Times-Union,Senator Hillary Clinton's office doorway is cordoned off to a wall of reporters and cameramen. A photographer peers through into her office window.,copyright 2001,2001,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 13 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Washington (D.C.),,,"Clinton, Hillary Rodham",reformatted digital,United States. Congress. Senate,,,,Women--Political activity,Reporters and reporting,,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000276,Send a message to our postmasters that we're considering ending Saturday postal deliveries!,Florida Times-Union,A U.S. Postal Service worker instructs a secretary to inform the postmasters about the possibility of ending Saturday postal deliveries. The secretary asks if the message should be sent via e-mail or fax.,copyright 2001,2001,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 13 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Washington (D.C.),,,United States Postal Service,reformatted digital,,,,,Delivery of goods,Letter services,Electronic mail messages,Facsimile transmission,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000277,Custody Battle!,Florida Times-Union,A female Democratic donkey and a male Republican elephant sit apart from each other while waiting for their turn in divorce court. Each holds a leash attached to the same bulldog that represents the Economic Stimulus Bill.,copyright 2001,2001,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 13 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Washington (D.C.),,,United States. Congress,reformatted digital,Republican Party (U.S. : 1854- ),Democratic National Committee (U.S.),,,Republican elephant (Symbolic character),Democratic donkey (Symbolic character),Trials (Custody of children),Divorce,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000278,"I want to point out that Dr. Hatfill is not a suspect, nor has he been charged...!",Florida Times-Union,"Reporters and cameramen swarm a stage where an FBI agent informs them that Dr. Steven Hatfill is not a suspect in the bureau's anthrax investigation. Dr. Hatfill, wearing nothing but his underwear, hangs suspended by his feet on the stage.",copyright 2002,2002,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 13 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,United States. Federal Bureau of Investigation,reformatted digital,"Hatfill, Steven J.",,,,Anthrax,Governmental investigations,Reporters and reporting,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000279,George W. Bush's sinking stock market boat,Florida Times-Union,"President George W. Bush, donning a ""poll popularity"" inflatable inner tube, finds himself in a sinking boat called the ""stock market"" in shark-infested water. One of the shark fins is labeled ""Democrats.""",copyright 2002,2002,exact,Ed Gamble Cartoon Collection,MS.3763,9 inches by 12.5 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Bush, George W. (George Walker), 1946-",reformatted digital,Democratic National Committee (U.S.),,,,Stock exchanges,Sharks,Public opinion,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000280,"It's a global positioning wrist watch, sir! So the President can find you when you're in your secure, undisclosed location!",Florida Times-Union,"Vice President Dick Cheney tries on a global position wrist watch. His chief of staff Scooter Libby explains the watch will allow President George W. Bush to find Cheney when he is in his secure, undisclosed location.",copyright 2002,2002,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 12.5 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Washington (D.C.),,,"Cheney, Richard B.",reformatted digital,"Libby, Lewis",,,,Global Positioning System,Hiding places,Secrecy,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000281,Al! Hillary?,Florida Times-Union,Hillary Clinton runs into Al Gore at a Democrat sign store. They are both purchasing presidential campaign signs for the 2008 election year.,copyright 2002,2002,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 13.5 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Gore, Al, 1948-",reformatted digital,"Clinton, Hillary Rodham",,,,Presidents--United States--Election,Political campaigns--United States,Women--Political activity,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000282,The trick in making Martha's stew is to cook her 'til she's not too perfect!,Florida Times-Union,"A cook wearing a ""national media"" apron shares the trick to making Martha stew. Businesswoman and television personality Martha Stewart sits in a boiling stew pot labeled ""public opinion.""",copyright 2002,2002,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 13 inches,cartoons (humorous images),Popular culture--United States--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Stewart, Martha",reformatted digital,,,,,Public opinion,Cooking,Stews,Insider trading in securities,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
